APOL1	ARNT	ARSA	ARSB	ATF4	ATF6	ATG10	ATG12	ATG16L1	ATG16L2	ATG2A	ATG2B	ATG3	ATG4A	ATG4B	ATG4C	ATG4D	ATG5	ATG7	ATG9A	ATG9B	ATIC	BAG1	BAG3	BAK1	BAX	BCL2	BCL2L1	BECN1	BID	BIRC5	BIRC6	BNIP1	BNIP3	BNIP3L	CALCOCO2	CAMKK2	CANX	CAPN1	CAPN10	CAPN2	CAPNS1	CASP1	CASP3	CASP4	CASP8	CCL2	CCR2	CD46	CDKN1A	CDKN1B	CDKN2A	CFLAR	CHMP2B	CHMP4B	CLN3	CTSB	CTSD	CX3CL1	CXCR4	DAPK1	DAPK2	DDIT3	DIRAS3	DLC1	DNAJB1	DNAJB9	EDEM1	EEF2	EEF2K	EGFR	EIF2AK2	EIF2AK3	EIF2S1	EIF4EBP1	EIF4G1	ERBB2	ERN1	FADD	FAS	FKBP1A	FOS	GAA	GABARAP	GABARAPL1	GABARAPL2	GAPDH	GNAI3	GOPC	GRID1	GRID2	HDAC1	HDAC6	HGS	HIF1A	HSP90AB1	HSPA5	HSPA8	HSPB8	IFNG	IKBKB	IKBKE	IL24	IRGM	ITGA3	ITGA6	ITGB1	ITGB4	ITPR1	KIF5B	KLHL24	LAMP1	LAMP2	MAP1LC3A	MAP1LC3B	MAP1LC3C	MAP2K7	MAPK1	MAPK3	MAPK8	MAPK8IP1	MAPK9	MBTPS2	MYC	NBR1	NCKAP1	NFE2L2	NFKB1	NKX2-3	NPC1	NRG1	NRG2	NRG3	P4HB	PARP1	PEA15	PELP1	PEX14	PEX3	PIK3C3	PIK3R4	PINK1	PPP1R15A	PRKAB1	PRKAR1A	PRKCD	PRKCQ	PTEN	PTK6	RAB11A	RAB1A	RAB24	RAB33B	RAB5A	RAC1	RAF1	RB1	RB1CC1	RELA	RGS19	RHEB	RPS6KB1	SAR1A	SERPINA1	SESN2	SH3GLB1	SIRT1	SIRT2	SPHK1	SQSTM1	ST13	STK11	TBK1	TM9SF1	TMEM74	TNFSF10	TP53	TP53INP2	TP73	TSC1	TSC2	TUSC1	ULK1	ULK2	ULK3	USP10	UVRAG	VAMP3	WDFY3	WDR45	WIPI1	WIPI2	ZFYVE1
GSM531301	7.23274172	9.133954998	8.802239675	8.621353134	7.651555186	10.30485011	9.505860806	8.210303621	7.983686427	8.519786223	8.713760934	7.440008354	10.85943945	8.779890602	7.267385656	9.39594068	8.043295789	7.921293974	9.822256171	9.033527832	7.596714956	11.18376168	7.289094062	10.21583507	9.232420725	7.713346204	8.075620411	7.311499628	9.208708057	8.526856733	8.301161381	9.00404262	8.302191543	10.23114337	10.40102178	8.476849508	9.458242288	9.213185482	10.23186253	7.506750222	8.111888665	11.10717769	8.106797955	7.512934989	7.26920982	7.228044455	8.843253912	7.263836006	10.35055348	7.198053087	9.921785593	9.912804638	9.192164732	8.375526181	9.414305118	9.122328645	11.54073487	12.88031067	8.799213785	8.81793229	9.217400797	7.721278691	9.776183561	7.833455528	9.518460405	10.1101983	9.352191787	10.01334202	13.08993402	10.34790525	9.020438473	10.89351791	7.674696825	8.641941157	8.850078279	7.762766165	7.379897631	8.721984263	9.352640695	7.573850038	9.838656017	10.11645154	9.588345755	7.763708671	10.47241569	12.08475402	14.51775716	7.916549302	7.222790074	7.218334332	7.211043237	12.67014994	9.496790562	11.69585411	8.326587876	13.66168013	10.14845438	13.57922743	7.228044455	7.378569821	9.127096826	8.405629979	7.525187291	7.19480236	8.05148935	7.206289903	7.352351068	7.947705846	8.609388357	9.119406555	7.470083442	13.70688964	9.259578046	8.262231997	9.584743822	7.213394067	7.7878731	8.955436106	11.86145501	7.676772112	8.442061024	9.017003078	7.841262472	9.110334972	7.993907809	11.8962266	8.944293727	10.99435417	7.332061198	8.987446912	7.332061198	7.45580891	7.262969677	12.93256185	12.33615666	12.04011981	8.766852924	8.243786103	7.319820652	7.730120796	9.583794394	9.434968647	10.20708248	9.491725804	12.23535522	9.757523185	7.43602736	9.487049841	7.238666664	11.68716762	10.39942477	9.729400143	7.185283056	10.61736371	8.155227145	9.699826444	7.964380877	9.709927551	8.591821647	9.357569077	11.75329475	10.31641417	8.011156843	9.406341138	8.261157048	8.223844089	7.807822656	7.746590887	8.503822779	9.60247362	9.179752241	8.677410491	10.06442125	9.311179906	7.210283142	8.824555087	7.470083442	9.00404262	7.208034167	9.384803795	8.653993804	9.391147533	7.28803457	7.572692178	7.644068926	9.685066584	8.921115824	11.20651275	8.236634702	9.5254111	9.793618257	7.212860152	7.852419097
GSM531306	7.420469007	8.864368676	8.146028533	8.312998191	7.811260184	11.19509371	8.778182856	8.501725941	8.151457175	7.973664346	8.807899805	7.462531881	10.58804513	8.602297257	7.239238648	9.899370895	8.480235644	7.821398906	10.50235759	9.761838494	7.276654459	12.28025522	7.382761146	10.27131685	8.920264428	7.803387895	8.634683163	7.849681366	9.211553895	8.763387081	8.626663421	8.543460311	9.034005303	12.32236345	9.464167003	8.440233124	8.235100545	9.79430688	11.03561601	7.407121758	7.991294445	11.36974516	8.570091654	7.50877881	7.458139798	7.686859305	9.129360618	7.478879	10.40628871	7.353360544	9.969484912	9.686268083	8.808487731	8.431479829	10.433541	9.44444123	10.57296032	13.43933041	8.180739206	9.439791369	8.8216509	7.699234011	10.3445222	7.259075592	7.585034928	9.635516032	9.632766551	10.20228012	13.01192885	10.07829381	7.304834887	10.18640203	8.148746977	8.527539846	8.317062126	7.569215994	7.567221968	8.79103884	9.58348492	7.439360021	9.463434657	11.73697727	8.408842965	8.321108263	10.22962777	12.37734263	14.09850708	8.605028118	7.6197831	7.17185244	7.025604911	12.96312651	8.922432546	11.92778259	8.033004333	12.9597115	10.113017	13.58517917	7.259941454	7.533772844	8.515815397	8.339320545	7.307791344	7.095715006	8.584396478	7.341638202	7.351216072	7.660735377	8.715837677	9.452956143	7.568219448	14.12300758	9.605625006	8.45673487	9.67359801	7.666195557	7.688636427	9.299898541	11.35469091	7.830663631	7.78180726	10.15760987	7.637666583	10.37772701	7.746421518	12.08465109	9.398372911	10.05103165	7.370694599	9.438859509	7.351216072	7.366334087	7.287611783	12.89415325	11.95292657	11.51114779	8.853028866	8.754250382	7.64510501	7.851186502	8.805545621	9.57168721	10.93922063	9.04073627	11.74640429	9.884501183	7.886609532	9.012345656	7.194996579	11.05520291	10.55639181	8.517655663	7.201940242	10.96832249	7.517174086	10.29871259	8.501725941	9.654290861	8.689842648	9.509358892	12.29915034	9.455537215	8.453221402	9.377284541	7.286682853	9.136341587	7.89166583	8.24441886	9.43138183	11.07852523	9.590014215	8.325583323	9.750743167	8.623979083	7.286682853	8.905540549	7.421581539	8.357615818	7.158423329	8.663028664	8.977388051	8.81815286	9.937860705	7.465817655	7.978267885	8.74566848	8.872251942	10.90256908	7.516128202	9.643892152	9.146747482	7.109949051	9.350710486
GSM531307	7.521040205	8.42378272	8.419505298	8.01776813	7.790838313	9.513662672	9.547016843	7.900463843	8.508796445	8.16615046	8.259828185	7.834929941	10.45333906	8.913372574	7.245094706	9.230259243	7.951765746	8.869598339	9.814932696	8.616149767	7.275209024	10.50642717	7.481517194	9.622153832	8.857959676	7.676302402	8.954072383	8.004821495	9.638241994	8.773162963	7.554494204	9.054284866	8.336263084	10.55947542	10.77192784	8.481347789	8.815505289	9.750730838	10.21189067	7.377983259	7.93361038	11.14672814	9.545211811	7.555495737	7.320140512	7.515901967	10.95422481	8.196625901	10.42720995	7.195495858	9.633141851	8.853522579	9.749381835	10.49538268	9.809976148	8.596324616	11.59364476	12.56809151	9.827571296	9.866300778	8.495136198	8.585836698	9.818156234	7.495161706	9.002959466	10.17681118	9.560102631	9.740130499	13.04065771	9.949270671	8.150005277	10.65768935	8.547075493	9.485738593	7.692738245	7.546456327	7.448448269	8.493101631	9.416815577	7.620071843	8.423248739	10.40586363	9.01138777	8.388652994	11.2660865	11.59622104	14.118101	9.23532976	9.182548829	7.164691609	7.109250348	10.95746682	8.803879017	11.11867145	9.417377357	12.27017428	10.13361305	13.28053481	7.524114263	7.46026858	9.013579025	7.966712298	7.294850548	7.200082697	8.944567616	7.272894354	7.301764024	7.730347393	8.784170831	9.21846932	8.672341586	13.59511847	11.58729912	7.827541993	10.53489411	7.371245864	7.952516987	8.857153853	11.14466095	7.624845138	7.695458735	8.898915311	7.469869405	10.34635643	7.86328734	11.62313541	10.60465094	11.27765674	7.204676364	9.714789551	7.419054916	7.220804415	7.332717915	12.49037804	11.24086707	11.96648284	9.152130718	8.168716112	8.496152427	8.846640761	8.831149221	9.374656023	10.51264256	9.08247507	12.2753229	9.659664991	7.73475732	9.414284984	7.121667023	11.56729405	10.28422024	7.975602011	9.100183788	11.09345295	8.080031039	9.467646157	8.784170831	10.23812529	8.060748168	9.641148538	12.05352631	10.42973294	10.51369773	7.316701987	7.457054125	9.041789743	8.976652338	8.09904466	9.022676404	9.58014981	9.973593985	8.285382433	10.2919648	9.204653221	7.198935358	10.65316806	7.463475975	8.608156083	7.221958933	8.931548439	8.476207837	9.24195956	7.242778371	8.050304556	7.551485346	8.496152427	8.710785847	11.38254188	7.562486675	9.04501233	9.919734804	7.184056794	9.809976148
GSM531308	7.42145431	8.334173314	8.576619115	8.991254237	8.274045287	10.90999173	8.539160266	8.30728994	8.231133716	8.690674306	8.709705444	7.428828931	10.79627601	8.937265266	7.18981041	9.346516482	8.162545716	8.103954191	10.06363656	9.457130007	7.267834635	11.41024878	7.361943887	10.75270818	9.314429138	7.714414991	7.98643522	7.989849162	9.789973436	8.790770989	8.14416428	8.584225345	8.853504957	11.41209832	10.36574828	8.95872853	8.505610422	9.518722534	10.59538619	7.419980126	8.508009401	11.6198651	7.809387249	7.430304208	7.279334119	7.299893465	8.138429548	7.399406968	10.34263914	7.27297236	10.34089815	7.363356885	8.84664026	8.472400883	10.31011051	9.773973946	10.97447522	13.51563653	8.43802817	9.534914118	8.394859954	8.023284445	9.78714329	7.258905134	8.101706687	9.676932122	9.779863082	9.780041129	13.60821788	10.17642592	8.36973854	9.837005119	8.088098861	8.850618925	9.244863656	7.658931225	7.663777106	8.710509202	9.576309299	7.31729718	9.726998048	12.12086742	8.17297664	8.475376272	11.18259908	12.57827933	14.8441669	8.480315357	7.488748409	7.207274538	7.177781664	12.14683604	8.777856864	11.81290202	8.639059956	13.70932045	9.99698862	13.55010757	7.305980532	7.399406968	9.280757741	8.3055083	7.334362888	7.036755613	7.594992217	7.270900473	7.443574758	7.718994513	8.912003513	9.965678942	7.455338616	13.39089872	11.7113779	8.169513519	10.1943385	7.635584808	7.829932918	9.81829032	11.50130431	7.784122374	7.493040486	9.369348063	7.830948403	9.587488566	7.906895913	11.50695195	9.17027642	10.05080667	7.35074657	9.636848813	7.323767234	7.387744878	7.301098778	13.01381869	11.32364999	11.27588847	8.822880978	8.319077576	7.511441102	7.556750427	8.715721684	9.298857368	11.17031067	9.048094929	11.74900191	9.579631605	7.550010895	8.655945473	7.251241973	10.76158881	10.80339873	8.569863622	7.159305426	10.95643474	7.865806372	9.53362611	8.422463376	9.34800152	8.473889704	10.03623989	11.70070946	9.532766736	8.314381154	9.762296326	7.918039254	8.653007388	7.744913208	8.119526721	9.377838875	10.86963039	9.798076295	8.460910719	10.01274074	9.338816933	7.256968274	8.844464994	7.280417099	8.952058826	7.16983858	8.324913694	8.640334592	8.963045762	9.941814867	7.442101513	7.868733765	8.971308491	8.378005822	11.09438738	7.535027969	9.243792962	10.13401688	7.144717489	8.04435774
GSM531309	8.269545534	9.315428011	8.853175529	8.47151671	7.580571907	11.2391704	8.870787469	8.260342653	7.838855256	8.210755565	8.779860685	7.38873725	11.22984553	9.246846901	7.20392178	9.407663043	8.173882946	8.135591953	10.14841681	10.01743656	7.467016495	11.21104744	7.355195145	10.28542614	8.98934404	7.929227952	8.615127261	8.074030779	9.408048535	8.570495521	7.314603042	8.392744197	8.31620478	10.53756494	10.5943976	8.894583354	9.028271482	9.623472105	10.3837918	7.481390945	7.747915676	11.18668762	9.304470748	7.429587402	7.237070409	7.725720784	9.999720756	8.128798302	9.843050914	7.377901194	9.775249058	8.127556146	9.902957838	8.561019813	10.36836456	9.566533368	11.98721422	13.35467565	10.87717226	9.409204375	9.233155332	8.252579618	9.987359205	7.251404659	9.210034856	10.45704887	10.08491012	9.169948868	13.66727931	10.23438372	8.336809832	10.80770343	7.921112146	8.153798215	8.440779109	7.813282211	7.603972668	9.234683235	9.178376031	7.818825744	8.72432291	12.45210131	9.162389889	8.226599998	10.5538583	12.35250688	13.45227321	8.395730166	7.27466313	7.275662673	7.198357644	11.1574687	8.774131315	11.52770188	7.918661489	13.57207628	10.04553158	13.31503301	7.233290058	7.748911978	8.881755113	8.573985459	7.452454726	7.168790313	8.049542452	7.239044946	7.262352115	8.490646816	8.816696904	8.831574942	7.50578719	13.73204606	12.22652102	8.273597025	10.46803639	7.287111203	8.024939559	9.442501518	11.79444998	7.371169467	7.550557784	9.251165623	7.414626211	8.736473676	7.926801739	11.57841671	9.457833961	11.01478618	7.235785793	9.149932328	7.326891363	7.306268977	7.445772985	13.64858293	10.64978159	12.53078075	8.828960685	8.768378822	7.301616505	7.719574614	8.784067636	9.419755159	10.8588113	9.027007883	11.98557404	7.318244732	8.175046812	9.894170589	7.187465694	11.59362379	10.20499566	9.709687316	7.204323693	11.00140806	7.983087802	9.893220906	9.275955127	8.91059456	9.119481603	10.19491169	11.87298504	9.299063952	7.783113651	7.25061886	8.203534543	8.341869097	7.661300556	8.365314484	8.266491391	8.995562182	9.213582669	9.009197814	9.950892453	9.513246172	7.201128719	11.69787949	7.854903751	9.163996708	7.246063326	8.428638871	8.828669916	8.803734776	7.48657217	7.202721098	7.835247816	8.835921387	9.095842322	11.27397858	7.907126693	7.490442185	10.2547399	7.252198232	7.837954811
GSM531311	7.592644118	8.845686093	8.309594539	8.813443658	8.093133871	10.70607024	8.565120127	8.079396661	8.085833853	8.366784967	8.653230462	7.408130796	10.46571933	8.697735076	7.146782337	9.412836777	8.285811418	8.290182921	10.31079302	8.730230822	7.401232034	11.1227075	7.583449134	10.7295023	9.385289348	7.694440015	8.334842185	8.069185851	9.819046941	8.704689907	8.091314497	8.443719072	8.455358393	11.6972019	10.00444496	8.76960378	8.293809562	9.971420209	10.73688553	7.321263625	8.571154173	11.85973365	7.945257932	7.456451334	7.203210607	7.255629847	9.959024746	7.516833866	9.984885223	7.553809913	9.579487415	9.86353199	8.895974947	8.867961839	10.62720199	9.0949795	12.25299136	13.77876816	8.050315303	9.185370991	8.016302871	8.066380616	9.776274959	8.680199132	7.58036677	10.31017552	9.874054199	10.35913401	13.88329767	10.33480538	8.348571094	9.644067132	7.595691862	8.823056343	9.440727695	7.641857853	7.725827159	9.299201943	9.572832147	7.6790829	8.709143132	11.50377365	8.825335558	7.955902672	10.0627728	12.08141863	14.88422027	8.456575711	7.524976983	7.18721729	7.151663926	12.20939953	9.144542316	11.97767305	8.463848774	12.70555959	10.19237818	13.28316559	7.65201068	7.442689556	9.049838763	7.977862898	7.296801783	7.124946947	8.017292729	7.301267225	7.292397986	8.063566514	9.743464791	9.202560677	7.613799652	13.71559222	11.64827352	8.484769034	9.93101832	7.483661208	7.892391114	9.618238206	11.09173081	7.762770631	7.553809913	9.655671031	7.739177448	10.1425255	7.853059832	11.44345433	9.021567286	11.16493295	7.453018096	10.28460689	7.58652279	7.353693053	7.203210607	12.98043304	10.98992191	11.88187575	8.711117914	8.467465725	7.428873064	7.775641065	9.11367832	9.54833072	11.98908301	8.856421973	12.20849368	9.83631302	7.305791575	9.40019068	7.276811045	11.05004603	10.7490985	9.899692049	7.11214477	11.31130581	8.182915003	9.737090676	7.99221512	9.345275297	8.532773434	10.17454259	11.88432195	9.698936647	8.078473239	9.569893569	7.690274296	8.549618754	7.816960471	7.887847742	7.278191718	10.73208001	9.965436656	8.657845851	9.98901644	9.216092781	7.203210607	9.644826918	7.326012308	9.16080136	7.204294255	8.510484604	8.679694945	8.393127922	7.254359389	7.537883976	7.631606544	8.839836849	8.425684438	11.43920415	7.506983674	9.491480545	10.39596552	7.194623033	9.7120148
GSM531312	7.275574968	8.760089866	9.003495812	8.397715473	7.752520215	10.90991585	8.152809814	7.916929698	8.068305466	8.126986178	8.131746979	7.556360862	11.14963291	9.098103171	7.211572273	9.256992296	8.715057489	8.438837235	10.90315089	8.520485858	7.262954896	10.2058739	7.341367875	9.436418176	9.711120698	7.968884304	8.376531053	8.029619906	9.558962504	9.073725852	8.770845647	8.167287878	9.168169278	8.972257222	10.99322176	8.647961428	9.444554932	8.975126713	9.569062298	7.369809855	7.930215276	11.36049643	7.993715623	7.306779239	7.428232543	7.237014434	7.986153476	7.262954896	10.02468249	7.295352893	9.937732327	7.383744939	8.828019372	8.977036375	10.04562119	9.274999368	11.23889499	12.90137254	9.005677857	8.284290595	8.177035454	7.968884304	9.755053603	7.185393442	7.518590723	9.826823503	9.858247376	10.36436801	13.61417203	9.380168252	7.545912733	10.33933565	8.240531431	8.955882332	9.309811883	7.572583104	7.556360862	9.894738015	9.596097304	7.412209366	9.099848611	9.477717357	9.031900094	8.720815133	10.51059377	12.38767622	14.09473729	8.488567246	7.535366061	7.14955426	7.112242762	11.61685545	9.289487273	10.86178796	8.065726516	12.39444022	9.102752719	13.21694688	11.31550583	7.708481667	8.989384715	8.238478233	7.412209366	7.09380612	7.556360862	7.264994862	7.306779239	7.661080092	8.352952993	9.611303599	7.578423382	12.7893203	9.852453507	8.027816512	10.12037701	7.257948991	7.998407239	8.899170639	10.99363378	7.736390895	7.504678923	9.807398426	7.579878603	8.900180126	7.859495974	12.77810875	10.02671879	9.89264761	7.329896323	9.332776555	7.342825102	7.359158713	7.271261468	13.17770109	9.697018264	11.36285531	8.529771128	8.387200927	7.526246713	8.358195367	9.268082139	9.971508805	10.74610722	9.126335763	11.40010543	9.209826429	7.449134749	9.571933991	7.245426144	11.22536504	10.17263011	8.202662063	7.136628236	11.8625567	7.785188684	10.49568101	8.406995629	10.1467648	8.414013159	10.06368992	11.91467924	9.304571821	8.828019372	9.357281848	7.774421664	8.590760352	7.862785213	8.18739245	9.29679916	10.54908385	9.261645617	8.827664858	9.784718851	9.441170604	7.278888963	8.534833259	7.460373245	8.469365436	7.218327802	8.321278667	8.283002779	9.017154076	8.925179291	7.490596403	7.954218146	9.032205617	8.381042889	11.12740654	7.863878979	8.005858906	10.39934108	7.143149081	7.839507341
GSM531314	7.391111708	8.830256528	8.197619914	7.954904491	8.023085467	10.33859631	8.941086951	8.469072706	8.353091587	9.161104129	8.652073492	7.434332566	11.04051199	8.988236253	7.208136708	9.252500356	8.401937514	8.07736669	9.898020975	9.041033523	7.326445217	10.1957916	7.322103295	10.21575568	8.824884665	7.685620265	8.35113927	7.417345659	9.994547943	8.575943466	7.808682507	9.13452907	8.448549902	12.06826401	11.25200498	8.712445915	8.88988426	9.584149157	10.09569313	7.363606303	7.840937991	11.093166	8.226945221	7.274098058	7.247677801	7.365121967	9.529236356	7.766057581	10.26335271	7.261335755	9.880356738	9.06926265	9.794071621	8.695987706	10.03220278	8.998299107	11.34281675	12.35890802	8.971182117	8.628353231	8.865169174	8.283731281	10.28472074	7.71432057	8.662051417	11.33340997	10.66667209	9.576780147	14.61854788	10.798167	7.827710228	10.35090918	8.367933074	8.642027619	8.549720618	7.694433395	7.620595799	7.597624087	9.14149045	7.514252455	9.590939644	11.35590127	9.647558466	7.997125032	10.60116333	12.28841907	14.9857927	8.610940253	7.615231296	7.138750625	7.148415918	11.94282772	9.026131772	11.68597236	8.464416313	13.49230415	9.832930538	13.00167378	8.315318544	7.480130473	9.126428769	8.087697148	7.35605612	7.201028763	8.199145862	7.241576511	7.520090999	7.875415137	9.176544271	8.805937105	7.968533232	13.62610675	11.77209942	8.11638041	10.09129232	7.274098058	8.084265904	8.840945389	11.52991139	7.654870327	7.897432596	9.673917679	7.384964994	9.741726487	7.803020572	11.79580949	9.390131281	10.98376386	7.348557895	9.228867259	7.307859814	7.341118606	7.242792158	13.44195794	10.66122681	11.4517912	8.67591123	8.15547064	7.499532932	7.691922414	9.23300389	9.23541173	10.79437994	8.941503177	12.50576375	9.493490422	7.703177714	8.655573362	7.233123199	11.42952819	10.6378042	8.517921135	7.260078952	11.20298743	7.912874953	9.68030654	8.076500822	9.705335865	8.680340077	9.411383255	11.92555872	10.81003225	8.459153657	7.191529262	8.229902722	8.470813689	7.962715053	8.189183365	8.306495454	9.095477168	9.886563924	8.641523495	9.946779676	9.181537762	7.353050206	9.449726749	7.347065097	9.232315234	7.182000852	8.424597193	8.736342689	8.674432173	7.339638441	8.065173589	7.649663459	8.490352885	8.664039076	10.89089864	7.998064048	9.842541311	11.18918206	7.191529262	7.490615806
GSM531322	7.40574982	9.74620054	8.70587349	8.470701605	7.812467692	10.08787669	8.849595631	7.941285542	8.109990653	8.152979415	8.885707936	7.655482047	10.56719029	8.490647035	7.190605657	9.563198019	7.861440963	8.039231017	10.21017066	8.985500473	7.314156	10.94944775	7.451393508	9.255099958	9.027155074	7.549476294	8.729663439	8.000883679	9.374987303	8.573481419	7.509680461	8.723749985	8.170864408	11.10860112	11.45759998	8.866575355	9.020748826	9.451228564	10.13555185	7.349619509	7.829043823	10.63986999	9.418782054	7.366976357	7.499793865	7.324392467	9.221392401	7.854237432	10.16194661	7.350867434	9.901107154	9.821381538	9.770741017	8.647849432	9.964700314	9.09853995	11.25098354	13.50177586	9.214129872	9.095921829	8.444937958	7.802397294	9.642445973	7.360805564	9.180603671	9.319868893	9.908306514	9.893009916	12.60538719	10.25526729	8.069691874	12.05588826	8.94654515	8.951668401	8.225529251	7.470762636	7.458265273	9.724156033	9.451459515	7.489824295	9.821562634	9.981737687	9.117604742	8.097368672	10.65534363	12.30770205	14.14761953	8.664108736	7.829865908	7.166285066	6.994112694	12.51118088	9.153919316	11.04538984	8.420917834	12.79606327	9.678486855	13.61629544	7.386516806	7.524897209	9.347058021	7.979024358	7.253823066	7.108919925	7.981160145	7.28556724	7.335808376	7.657408303	8.705124159	9.280613833	7.897509501	14.53409433	9.896977806	7.872549731	9.940453762	7.278987695	7.793932499	9.232355447	10.99269023	7.606226118	7.893648426	8.822035177	7.807444321	10.39514193	7.658370194	11.92631795	9.615310597	10.55989034	7.281622432	10.16107902	7.221986191	7.347119862	7.345868137	12.9473539	10.67835979	11.37176682	9.207916081	8.538896144	7.829043823	8.480938086	9.218975371	9.583876334	10.45471546	8.787592321	12.10533985	9.844209357	7.563143372	9.09271585	7.159954776	10.77549674	9.684840889	9.977332948	7.578715605	10.89635134	7.406941868	10.36273661	8.505931886	10.17375387	8.381962419	10.19822347	11.63068628	10.1121269	8.953904497	7.25780718	7.627174879	8.589823634	8.423715541	7.905954107	8.638083598	8.92782978	9.968484769	8.365397584	9.877906165	9.30138619	7.35584653	10.17504417	7.579746334	8.400185008	7.181594033	8.632191705	8.56771295	8.568125837	7.259134705	7.634072851	7.731848048	8.924579981	8.730401041	11.25592039	7.97330723	9.509685418	9.147738409	7.079554379	7.685911359
GSM531324	7.815372907	8.62631768	8.642978739	8.81445855	8.002590528	10.71111191	8.825324996	8.41642704	8.37047959	8.450269038	8.90365224	7.41643843	10.61082853	8.833304612	7.140525206	8.771136404	8.91032469	8.366516881	10.12985928	9.291979873	7.321316125	10.84756274	7.42359369	10.14049995	8.996878391	7.777754524	8.554710675	7.653489464	9.568045831	8.439713374	8.131188587	8.600665703	8.106746196	10.27592539	10.43338027	8.343815167	9.462591094	10.10279969	10.73099344	7.373700031	8.050230726	11.41798354	8.598460086	7.42359369	7.301665847	7.333434719	8.673103761	7.975253278	10.68543931	7.31336725	9.718705426	7.497022679	9.828963559	8.551285039	9.808349827	9.597137426	12.16165509	13.26882262	9.588334775	9.748570954	8.696956537	8.137620969	12.16956556	7.264764197	8.908103965	10.49875179	10.33663215	10.00402245	13.89711367	10.18802715	7.412145593	9.892159121	7.964135435	8.183226756	8.519459887	7.527008196	7.545714892	9.404095482	8.794402607	7.484542157	8.555280752	8.662606933	9.570283557	8.031057243	10.47107326	12.10129728	15.21218869	7.839451975	7.630220758	7.216499566	7.124736761	11.62912038	8.921817689	11.45608189	7.96133925	12.92977452	9.989795168	13.30139254	7.898055769	8.365855179	9.314250769	8.349865751	7.366654891	7.138109308	7.747889394	7.310742988	7.287771209	8.096823829	8.797764605	8.520630858	7.643747088	13.99456788	9.947289674	8.363204784	10.05002684	7.366654891	8.081779814	8.908992665	11.72686819	7.783202923	8.277316065	9.045367712	7.379358485	9.014325335	7.708016191	12.03186058	9.542909034	10.98801741	7.389300098	9.394951183	7.305534913	7.304241616	7.267135744	13.35768499	10.58561027	11.56173613	8.699525493	8.326847897	7.439317449	7.633924898	9.048193438	9.447734766	10.24919182	8.974980157	12.34361731	9.663817684	8.140024006	9.018448361	7.20967958	11.33358124	10.50747535	8.702089888	7.122289879	11.02197577	7.978016174	10.32121428	8.540378078	9.555109638	9.15651392	9.816115561	11.54267008	9.944723375	8.185538085	7.462064269	7.953849656	8.080096181	7.690508498	7.896083256	8.741019988	9.877187582	9.579754521	9.036043858	9.929874886	8.973706577	7.203975051	10.04386044	7.796176932	8.777961036	7.197093034	8.677802076	9.548880631	8.026655101	7.256540248	7.37652697	7.66915358	8.676237696	8.554710675	11.26853038	7.651061289	9.434875651	10.6558255	7.184367682	7.627744973
GSM531327	7.367964649	8.476227183	8.085356301	8.209909146	7.618925817	10.261377	9.888460727	8.422382566	8.842816566	7.630645361	8.577652734	8.140867423	10.04746491	8.39617991	7.186093369	8.787939286	8.039197755	8.120955116	9.719352515	9.289464232	7.260415269	11.15764822	7.405383793	9.709835954	8.762165025	7.538092932	7.89685652	7.532989261	9.414780813	9.594984042	8.127287927	9.112856113	8.68606309	11.43138681	9.395957288	8.271067037	9.138688859	9.107880194	10.36506767	7.305807982	8.355765835	10.96303988	8.073560498	9.908344348	7.374871169	7.428299228	7.874296118	7.30927582	9.734541621	7.199014952	9.040194797	8.318925365	9.53647873	9.727414772	8.836003791	8.424211511	9.732961077	12.49389763	8.058231192	8.226508756	8.757353699	8.060489926	9.456637092	7.311860735	7.794421888	9.459294201	10.37363117	9.891721438	13.06747649	8.925256176	7.399541675	11.35451977	9.699949138	9.479535999	8.623786232	7.437429596	7.619514955	7.566352934	9.524794475	7.313576516	9.649521448	9.246475507	8.274992827	8.720518748	11.93852957	11.49645904	13.95908011	9.04753809	9.009085998	7.213070531	7.156355123	11.21353379	8.68585163	11.43167092	9.029353388	12.71566468	10.30526103	13.63507261	10.07653141	7.368736139	8.444643882	7.847451926	7.322908756	7.137026053	7.553258654	7.283557717	7.424052961	7.442309505	8.12518163	9.328498496	8.264083284	12.96997778	9.718553663	7.847451926	9.689378427	7.401738292	8.17550342	9.217579193	10.31872255	7.443699419	7.310138967	9.337888674	7.701552849	11.29177547	7.701009093	12.11032331	10.68629045	9.847896319	7.360973465	10.31852934	7.344305962	7.299679469	7.442309505	13.5179643	11.50869896	10.89854159	9.464953588	8.526932918	8.287869364	9.352050479	9.31382251	9.028693585	10.32007429	8.689652986	11.65263058	9.273673097	7.619514955	9.079550819	7.124904077	10.64940487	10.56175891	8.007535321	9.156698299	11.01858183	7.437429596	10.19483331	8.575130536	10.71740483	8.003951624	8.616689575	11.57564463	11.26704852	11.01522686	8.969703187	7.593271781	9.494435723	9.648785943	8.423950421	7.781458546	10.24046382	10.45351867	8.060489926	10.35795269	9.25476139	7.207424937	8.428900504	7.240570472	8.338360111	7.191607506	8.919910738	8.291729932	8.605973935	9.924252136	7.584781347	7.677903844	8.931466468	8.345132591	10.79130364	7.939602673	9.581914743	9.352702599	7.124043057	9.215563802
