APOL1	ARNT	ARSA	ARSB	ATF4	ATF6	ATG10	ATG12	ATG16L1	ATG16L2	ATG2A	ATG2B	ATG3	ATG4A	ATG4B	ATG4C	ATG4D	ATG5	ATG7	ATG9A	ATG9B	ATIC	BAG1	BAG3	BAK1	BAX	BCL2	BCL2L1	BECN1	BID	BIRC5	BIRC6	BNIP1	BNIP3	BNIP3L	CALCOCO2	CAMKK2	CANX	CAPN1	CAPN10	CAPN2	CAPNS1	CASP1	CASP3	CASP4	CASP8	CCL2	CCR2	CD46	CDKN1A	CDKN1B	CDKN2A	CFLAR	CHMP2B	CHMP4B	CLN3	CTSB	CTSD	CX3CL1	CXCR4	DAPK1	DAPK2	DDIT3	DIRAS3	DLC1	DNAJB1	DNAJB9	EDEM1	EEF2	EEF2K	EGFR	EIF2AK2	EIF2AK3	EIF2S1	EIF4EBP1	EIF4G1	ERBB2	ERN1	FADD	FAS	FKBP1A	FOS	GAA	GABARAP	GABARAPL1	GABARAPL2	GAPDH	GNAI3	GOPC	GRID1	GRID2	HDAC1	HDAC6	HGS	HIF1A	HSP90AB1	HSPA5	HSPA8	HSPB8	IFNG	IKBKB	IKBKE	IL24	IRGM	ITGA3	ITGA6	ITGB1	ITGB4	ITPR1	KIF5B	KLHL24	LAMP1	LAMP2	MAP1LC3A	MAP1LC3B	MAP1LC3C	MAP2K7	MAPK1	MAPK3	MAPK8	MAPK8IP1	MAPK9	MBTPS2	MYC	NBR1	NCKAP1	NFE2L2	NFKB1	NKX2-3	NPC1	NRG1	NRG2	NRG3	P4HB	PARP1	PEA15	PELP1	PEX14	PEX3	PIK3C3	PIK3R4	PINK1	PPP1R15A	PRKAB1	PRKAR1A	PRKCD	PRKCQ	PTEN	PTK6	RAB11A	RAB1A	RAB24	RAB33B	RAB5A	RAC1	RAF1	RB1	RB1CC1	RELA	RGS19	RHEB	RPS6KB1	SAR1A	SERPINA1	SESN2	SH3GLB1	SIRT1	SIRT2	SPHK1	SQSTM1	ST13	STK11	TBK1	TM9SF1	TMEM74	TNFSF10	TP53	TP53INP2	TP73	TSC1	TSC2	TUSC1	ULK1	ULK2	ULK3	USP10	UVRAG	VAMP3	WDFY3	WDR45	WIPI1	WIPI2	ZFYVE1
TARGET.40.PALFYN	7.323549314	4.378816776	4.489575047	4.283225437	7.909396903	4.598204394	2.051441711	3.528408788	2.857801891	2.051928885	3.309147077	2.840604223	3.890612063	4.073451802	4.348919321	3.554981702	3.943180572	4.08169753	3.763560298	3.27338161	1.279292991	5.783744746	3.992994967	5.971660804	5.518985124	5.704885794	2.174022842	5.747808975	2.99898976	4.452147323	7.533683256	4.519277697	4.47800753	3.898508278	6.277733741	5.092279334	4.686931871	7.667642385	5.69737907	2.025347783	5.280165732	8.760378982	3.901455838	5.789807487	4.689371853	2.734243548	6.263565926	1.694969314	3.941134488	6.699800074	4.757754013	1.803888292	2.841852386	3.454044254	7.852927074	0.250597823	8.827232175	7.981816129	4.703156085	6.330941968	3.126295608	1.4379734	4.232898628	2.648281355	3.137290383	5.940293627	5.027317744	4.521465389	10.58311756	3.866364022	3.501133376	4.428363523	3.28504705	5.16954424	8.304625117	6.384139627	3.957636059	2.123798608	3.4771333	3.048776746	7.433853301	3.964102854	6.291406485	0.466339988	5.160601579	5.417666893	11.65371673	5.198136579	4.503342374	0.675725619	0	5.617939042	3.551872802	3.977838573	6.352216495	10.0095756	9.107021651	9.599988693	4.506443264	0.547054922	2.400455956	3.232138837	0	0.113700499	4.72611732	4.726139124	5.834043709	2.932703738	2.21126145	4.846337856	2.740128839	6.725145363	6.071099766	5.886835439	5.613808614	2.841771892	4.143989248	6.182692298	5.85739136	3.201194713	3.032841401	3.363437439	3.519504164	4.41032075	5.016175368	3.9912724	5.080009499	4.702036896	0	4.378137029	1.440314402	0.359746047	0	9.100719888	3.876644635	8.66620305	4.521251795	4.509486832	2.8446066	2.834994307	4.026968216	3.871331125	5.081386501	3.845108627	5.944511783	4.572071101	1.460113459	3.676820275	1.216485907	5.916885032	6.726590112	2.174949644	2.588588722	4.423457157	8.925019097	3.696861841	3.95641914	3.484950144	5.389549604	5.081539893	5.720836608	3.425781539	5.729098628	4.67848324	4.14310766	5.662253931	3.282187719	5.346545645	6.875630184	5.418716186	7.382605871	4.653587456	1.835034744	2.873419503	0.104739216	5.700828084	4.519824931	5.219509305	0.220453786	2.517981118	3.3934162	4.707546877	4.946164711	3.220175151	3.884910455	4.584854295	3.158902489	6.79795976	3.178905819	4.049238678	4.736334277	4.833871725	4.214435698
TARGET.40.PALKDP	5.630044287	7.409176213	5.739580812	4.168698189	8.464651115	4.587328983	2.847796518	3.431302028	4.054822435	3.517187491	5.051593971	4.329834002	4.775340316	4.767114481	4.213798296	4.035966949	4.592744053	5.631974411	3.709908171	4.930775178	0.441589712	6.052952718	4.826762016	6.642844506	6.027200507	6.429709686	3.00149602	5.537895512	4.608022641	4.63618377	6.938713926	5.102200394	3.45788317	5.486160869	6.167394059	5.545857198	5.386097008	8.027160688	2.946206829	3.090751829	6.253514717	8.376648095	1.641268561	6.340238232	4.046805339	3.834074057	1.890563427	0.137896932	5.123579294	7.160173968	6.172015394	8.255640936	3.150445946	3.77106155	6.970184136	0.260868739	7.6804826	7.012407769	2.830762369	6.469682513	1.641222311	3.998484374	4.18950041	3.10807276	3.487113279	4.83716115	5.222503195	5.905278686	12.36497135	3.597769518	3.737448816	5.25246486	4.235374766	6.496105978	6.853975693	8.421790081	1.203263813	4.379239723	3.834306703	1.196795866	7.075028755	2.738594919	4.370785036	0.665847521	4.542388072	6.520019872	10.2596956	5.648367649	5.69159837	0.287235865	2.967500647	7.144938598	4.411683847	5.26828841	6.901738198	10.61207028	9.703900979	10.17565034	2.641546029	0	2.882525673	1.882134349	0.041102772	0.070938821	2.688269895	5.214629971	7.537982458	1.697017585	0.921207797	7.262852179	4.565511879	11.31256291	7.123018444	4.707541356	5.861203558	0.649661441	4.558341114	8.216650807	5.448283182	4.56878002	3.539853619	3.983221651	3.191452107	4.810293994	6.545336743	4.997829818	5.657402776	4.425271302	0.076969476	6.012785419	0.970706433	0.087055435	0.325846898	10.01824484	4.551491409	7.654275131	5.210571995	5.170105327	3.273858992	2.998520479	4.961285302	4.041873761	6.094358542	4.127245318	6.77662516	2.308011315	0.096801582	5.256365336	0.66101986	6.04384098	7.469826568	2.093931957	4.463890518	5.563457135	7.850938156	5.286463504	2.922178815	5.747263858	6.32583251	4.998836358	7.575518826	5.271152979	6.879097981	1.605209844	4.453122447	6.10993301	5.006710933	4.370122422	6.919195853	5.443029723	7.280613039	4.555662799	3.29070454	2.460847388	0.086376168	2.050432042	2.847736396	5.530351711	1.661886385	3.181261604	3.861617968	2.21791312	5.33255399	4.612830172	6.128196465	5.191965273	3.8246864	6.952743576	4.710519932	5.221339643	3.943977571	4.738281453	4.967413033
TARGET.40.PALKGN	5.960836021	4.06589969	4.646116564	4.304810355	9.240885045	4.292855354	2.00680068	3.261335233	3.356017005	2.4864827	4.353676158	1.829565457	3.564329387	3.934412707	4.95047308	3.100843124	4.909139446	3.906948302	3.465582729	3.936892302	1.882056071	6.056204164	4.356833997	6.180675007	6.197413299	6.819684787	2.197991166	5.755509864	3.460493576	4.910233772	6.27806097	3.313637678	2.886706211	3.549262547	4.340426966	4.639249531	5.103862673	6.561581228	6.036340681	2.978049156	4.448372395	9.711225064	3.698774109	4.887651988	4.070131681	2.605233554	6.281661162	1.084336446	2.887837171	6.152716825	4.496871349	7.943965268	2.224904644	2.289067184	7.709237554	0.302406795	8.230806316	7.308595689	5.218742427	5.699959665	4.87219344	2.271784214	5.037404187	1.923187221	2.447896528	5.729484794	3.856637171	3.655077003	10.51162488	4.416454702	1.664346301	3.347934896	2.476537226	5.026919541	10.96225612	7.149592682	5.223797077	1.953414251	2.886706211	2.275662669	8.041041973	5.619592016	7.401217448	0.340960985	5.363623163	5.703784555	11.6286119	4.880685525	3.046333895	0.322389683	0.770194755	6.311713808	4.266966398	4.725255815	5.690864027	12.25343846	8.272469762	8.152908439	0.969896447	0	2.869752986	3.744645501	0	0	3.222186307	3.199546717	4.312004368	3.39366331	0.442545456	4.434748308	2.166072676	6.846700153	5.301763217	7.005845708	5.64902044	1.44567374	3.866779425	5.659233863	6.12498977	2.92865457	1.957914599	2.801489796	1.43194382	6.161121803	4.102515366	3.192951618	4.543916505	3.921445852	0	3.193345967	1.652692989	1.028710586	0.714751059	8.964038722	5.124654855	8.403793467	6.275213824	5.761851707	3.945888574	1.596076424	3.270364481	3.600424388	5.745433659	4.367874244	5.363717768	6.122647873	2.559271538	4.252150701	0.358283723	5.659542148	6.39121437	1.685626241	2.516771607	4.267221157	10.51104823	3.881684194	2.98271071	3.533239391	5.188531483	6.428085427	5.545437142	2.818748325	5.685222546	5.090286062	6.275217549	6.155963711	2.999675357	5.246351078	4.842093841	4.095873798	6.8017006	4.740344754	1.638722614	2.74161799	0.078746447	3.403881215	4.278200392	6.063906271	0.043624477	1.800206204	3.960817491	4.705817593	4.796384906	3.70138271	5.717936839	5.706809561	3.298291731	6.701646084	2.559858864	4.952473356	4.491378532	7.188025009	4.605049794
TARGET.40.PALZGU	5.593189412	5.433480286	4.612564818	4.024186681	8.725780686	5.267573251	2.822281466	4.246392885	3.646427665	2.629589764	4.192509819	3.956084539	4.86335868	3.572101426	4.864656647	4.652325868	5.644626383	4.653329494	3.034021981	4.620932381	1.058177935	6.499770961	5.406233923	6.218653319	5.958963281	6.556486129	3.532840574	6.278259874	3.623316735	5.162282556	6.377113335	4.152013012	4.437846931	5.333885236	6.436853098	4.869511181	5.291323596	8.650571072	6.37939743	2.684908483	6.371524014	8.588083459	3.916170875	6.908726459	5.210692771	2.789979589	4.003215427	0.833173463	4.980071012	6.401976833	5.889327513	7.376859034	3.137749417	2.941538303	8.222087749	0.38901606	7.812044424	8.087401844	5.804045813	7.34754962	4.991122711	2.583687557	5.652713063	2.366783803	3.228557058	5.838134916	5.14834845	4.5069129	11.76802296	4.296919877	2.38573473	5.574928005	3.582760711	7.032214376	7.537675796	6.970491325	5.062721846	2.704982596	4.481240809	2.975556821	7.461660336	7.439379621	6.32924561	0.428571222	4.945991547	6.619938225	10.90571627	5.915881768	4.932878505	0.649385529	0	6.352915623	4.28233601	4.050815103	7.477919321	10.78059948	9.662846543	9.25487343	3.680875672	0.273814245	3.321091089	3.264686548	0.554736183	0.333423734	2.57456174	4.812030942	7.122085625	0.915176678	1.363171077	7.623302833	3.496730769	9.180951434	6.057183804	5.653980044	5.8643496	0.355580147	5.326199357	7.131949537	6.170287633	3.844686936	1.675544977	4.286104899	3.837590091	7.110824662	4.926260409	4.172151445	5.509809834	4.699224013	0	4.168601924	0.104202449	0.488823464	1.016852849	8.611723099	5.319498716	8.775783098	4.705231487	5.050314492	3.03794443	3.422192626	3.904744193	3.475474047	5.445442003	4.50255338	6.034332384	5.500983653	2.460899797	5.410229153	0.651958653	6.019884241	7.108854775	3.422502135	3.552918042	5.278765376	10.1859603	4.19150738	3.608371638	4.454123239	6.262015894	6.034609708	7.341491248	4.002252452	7.345766263	3.465896126	4.199468194	6.592394245	4.985518646	5.036591247	4.900263044	5.89464075	7.107295552	5.30500743	3.18757774	3.017405295	0.032383005	4.850394396	6.028131504	5.599163041	0.216610069	3.229972385	3.753219424	6.005027139	4.92344872	3.350186044	4.631610709	5.349595281	3.866324454	7.267031029	3.520459966	4.238320659	4.288447159	6.697333194	4.935082523
TARGET.40.PAMHLF	5.981245315	7.171323938	4.204140717	4.366329209	8.287482915	4.986051354	2.640297002	3.888382834	3.989311612	2.717254176	3.734048403	4.514141201	4.832008942	4.018669778	5.30435406	4.784011833	4.215142728	4.250029279	3.183502394	5.31141229	0.766807151	6.582450627	3.892886412	6.714524412	6.454083747	5.753337108	2.976895154	4.889463808	3.736897065	4.360272964	6.185890326	4.128672834	4.035632707	3.378802907	6.266379906	5.543551561	5.644496604	8.224512076	5.479583042	3.048445459	5.655065551	8.154771031	3.581290983	5.660038691	4.491481154	4.049961783	3.493967499	1.191120426	4.676414108	5.984557452	4.797121954	7.474483094	3.825113977	4.314312239	7.808405002	0.499169814	7.173933926	7.519259609	4.449468934	4.461463076	4.457554895	2.87048309	5.048702649	1.029982866	4.002450499	6.252211267	5.757044588	4.886798866	11.21062636	4.457108321	4.477243418	5.546771015	4.949693667	6.459525063	8.35561274	7.968498037	5.05166792	2.932174586	3.65822291	2.769327439	6.055314977	4.709461587	4.287804709	0.679784089	3.940599024	5.621547887	11.02573618	6.152990551	5.247859174	1.96790637	0.625738062	6.06200511	4.736366751	4.30769081	7.397965495	10.46155158	9.4096209	9.496493708	4.3925029	0.121943734	2.746420266	2.64099104	0	0.066261442	2.230172265	4.670630758	6.619772466	2.904830881	1.375901314	6.422046259	4.571027512	7.852989476	6.204618092	5.878313364	6.1254548	1.374065718	5.481408741	7.184353697	5.773727377	3.223777774	3.014373148	3.274753659	4.466718468	5.960998148	5.697445796	5.095156466	6.237422226	4.904064957	0	4.092486544	0.028569152	0.217106608	0.318114344	9.591250051	4.675798998	7.354866446	5.334850695	5.346442816	3.924394477	2.405883473	4.510885986	3.848728087	4.961706665	4.497637911	6.477279042	3.960845286	0.404903122	3.893226284	0.928806145	5.960001932	7.845891441	2.072140109	3.974483425	5.549148548	9.161116259	4.295164643	3.889551419	5.568071638	5.702047981	5.150994207	5.993830577	4.040033219	6.483827061	3.196339504	5.239783717	7.149166877	4.742836223	5.631476843	4.813663206	5.508225799	6.830966404	5.482625668	2.898421209	3.801479449	0.061015775	4.626532588	5.894594674	5.933851142	0.211386062	3.266786541	4.302677304	5.766258564	5.479773798	3.859124748	4.84171655	5.078648258	3.515233055	7.098920594	3.501044181	4.18797356	5.56285296	5.503396443	5.408518266
TARGET.40.PAMHYN	7.346635172	3.929478569	3.520698817	3.205939832	9.255748793	4.131046149	2.367482898	4.551042219	3.119090524	2.12535354	2.90371317	2.894158095	4.367419993	4.026977066	4.155279698	4.502559744	4.143360763	3.911394385	2.947348224	4.105996481	0.549225575	5.412029502	3.401439332	5.659707681	4.635905269	5.666554941	2.351373913	4.248648681	3.71867945	3.957747481	5.625209109	3.425190721	4.178881924	3.817234394	6.181275521	5.446603626	4.931564876	8.448853884	5.248143901	1.929753131	4.690299753	8.264838056	4.28671854	4.987352703	3.867451729	2.511392133	3.213409499	0.415434186	2.882427852	6.377401431	4.805142812	0.580531438	2.307049586	2.689634632	7.363941991	0.727964007	7.495950138	7.018311472	3.72628629	6.725794316	4.075960413	2.413918977	4.352490184	3.31095081	3.768279619	5.512716763	5.421479157	3.722192761	11.26952337	4.758249869	3.992106742	4.587551017	4.183033864	6.023865219	8.090873009	7.026169296	1.745323396	2.292133863	2.847636188	2.598508134	6.717314505	6.129052167	5.412185359	0.464145457	5.413719311	5.374465716	11.0040927	5.230702581	4.206955732	0.192320435	0.097206246	6.04513495	3.371544923	3.233719368	6.661515895	11.26480681	9.311542396	9.57693513	0.658919801	0	2.537171799	2.940843296	0	0.33433944	1.57104572	4.278207827	5.217606854	1.71259578	0.947404335	6.203461554	3.045722536	6.801215576	5.38468879	4.087590132	5.661595701	0.690014739	4.602629094	6.118853886	4.886125763	2.711076354	2.66295742	3.440194784	3.324968974	5.690587505	5.30087051	3.129002695	4.524985131	4.506874827	0.050327554	3.713816767	0.034497464	0.583807883	0.499271883	9.261154437	5.200625975	6.734895194	4.606223083	4.115724119	2.374483104	1.862074426	3.27615419	3.467775077	4.360385348	3.999765543	5.589056345	4.78730708	0.512884231	2.528221229	1.203890227	5.089171847	6.7834357	2.759560669	2.803929611	4.672804353	10.05921533	3.783309968	3.962539769	5.681542031	4.512233209	4.266951411	6.059426666	3.333366483	2.802131164	2.427498905	5.81886334	6.169652467	2.986629371	4.78078252	5.690087395	4.939283005	8.205725816	3.642204802	2.819034566	3.099446705	0.163112244	3.811234672	2.695548468	4.92296372	0.061845307	2.542158977	4.023308587	4.12228342	4.467990217	3.471239495	4.480284513	5.581468755	3.093931957	6.147992467	3.163530935	4.079617047	5.797121954	4.966711928	3.997852393
TARGET.40.PAMJXS	7.027121975	5.567262503	5.7722763	5.18706697	8.80795828	5.375366173	2.439303981	4.595551399	3.698729666	2.698551882	4.243676697	3.747183281	4.789223228	4.092072095	4.868469476	4.660232696	4.898135781	4.423598339	3.249733548	4.939221875	0.687060688	5.962287574	4.36226648	6.197995096	6.331463386	6.417364785	2.791355669	5.515251981	4.504423359	4.507877078	7.321728809	4.701959296	4.425298161	3.909571516	5.965294839	4.815877666	4.650643947	9.055835814	6.182297012	3.161210505	6.533705057	8.903738171	3.21754094	5.884253567	4.706536078	3.531456323	2.661795196	0.521955279	4.680706924	8.080214747	6.728037499	7.520267441	3.27188877	3.925714648	8.6986505	0.504467853	8.474360597	8.223619961	3.302406795	5.493339909	3.836489726	2.797656339	4.882471872	2.446467986	2.922958964	5.791087332	5.407566896	5.440596794	11.30424185	4.661607102	3.43091414	5.286245394	4.895089304	6.360796178	8.265422831	8.010370331	3.345779567	3.50936648	4.303722309	2.805436924	7.231847093	4.76433023	6.653800957	0.514198023	5.274999596	6.156511901	11.79811817	5.879654311	6.283501419	0.416947805	0.100439479	6.904499753	4.356312866	4.940641305	7.053552334	10.49798203	10.03181229	9.764221236	3.777588042	0	3.675488522	3.083043129	0	0.351515261	3.881948432	5.582125418	7.474444156	2.777977222	1.509391818	7.067651623	3.630894675	8.243827096	6.439613165	6.299664113	5.752772672	1.537743345	4.969141278	6.472505643	5.364138158	3.143507706	3.241580902	3.379426889	4.299127408	5.458739615	5.337507731	4.762199967	5.484650526	4.79871933	0	5.371555378	0.155619721	1.569004927	0.147046143	9.94205318	5.334250041	7.75739601	4.432130956	5.134212724	3.527145422	2.938850337	4.47884241	4.214047072	5.989883784	4.03708346	6.507932562	4.572598675	0.763156584	5.021675153	1.367091446	6.018625273	7.801471689	3.346233588	3.888314638	5.398945441	8.656172414	4.919487872	3.621407223	5.121305569	5.950237434	5.883821177	6.091551749	3.764494783	7.211381194	3.580591734	5.408864681	6.869418643	4.510784735	5.25134417	6.850353137	6.635123147	7.848103351	4.995896013	2.37086174	2.971460783	0.439995398	3.35696073	5.480239267	5.852318513	0.232537969	3.379912022	4.070938821	4.531063253	4.974171348	2.881762492	5.351925091	5.381027209	3.480148771	7.058860867	3.502877938	4.449620798	5.33778244	5.27840857	4.714899391
TARGET.40.PAMTCM	3.396734918	4.866067232	2.714091622	4.305831934	8.966233182	4.72582294	3.003961966	4.427351399	3.623094284	2.144209561	2.661817994	3.492699229	3.800175136	3.32681056	4.656622215	4.251264629	4.06995989	4.445528081	1.992732182	5.147172356	1.561790462	5.505306622	4.538029033	5.816318103	5.089239656	6.107256837	2.855750557	4.225876442	3.629519825	4.473540165	7.235639952	4.668226937	4.569624759	6.176747619	7.152855722	4.946955387	5.490438562	8.539098698	4.670545786	2.607791902	5.303554282	8.131239118	2.51412226	6.045016967	4.469045896	1.9800253	2.95765463	0.300768033	3.725217635	8.731838647	6.508835858	6.629084085	1.974198886	3.245039234	7.717511926	0.108223341	7.331767907	6.282473166	2.558047171	5.179292082	4.453497825	2.561985922	5.375883943	1.437707137	2.903096131	6.299955278	4.39318278	3.562303489	11.65320323	3.731139786	5.194792306	5.497880571	4.315638682	7.054937449	9.055992761	7.636978364	5.284428996	2.006944264	2.217975141	2.808014289	6.340371772	5.227664073	6.104091297	0.366028399	4.40585625	5.611231409	12.84272975	6.026948304	5.177004859	0.14182513	0.06942721	7.057763255	3.833143096	4.508986353	7.043202311	12.17107432	9.057016153	9.955676204	5.833568175	0.047119549	3.093762978	2.201320198	0.139731422	0.773067977	2.550260419	5.674630131	6.979849295	4.056938956	0.658005777	6.570329342	2.800102639	8.737257485	5.087522245	3.671146151	5.451148456	0.450802153	4.740301573	6.259688661	4.725157636	3.408535249	3.856457899	4.288971245	2.667733204	7.23576439	5.550703696	4.049395527	5.410707431	4.862391877	0	3.709334754	0.010779839	0.365916454	0.02219024	9.900724191	5.612373142	7.340266721	4.756260081	4.954517391	3.305751693	2.437600618	4.099741243	2.843802994	5.353302116	4.619454096	6.624546914	3.467879392	0.197362184	4.258526462	0.378289653	6.336154825	8.13893475	1.986410935	4.003925997	4.091496743	9.437313892	3.510569554	1.695726623	4.448193963	4.863898815	4.948030758	6.254465549	4.643302088	6.87169336	0.890563427	5.830521545	6.091192052	4.717473541	4.546425315	6.044407235	5.120575892	7.699245533	4.391863933	2.41988941	3.282958667	2.376679347	2.589212186	1.628446998	4.466672795	4.0531461	2.645009884	3.183978709	3.652142272	4.105594276	4.938822115	5.037399794	5.343013337	2.98744821	6.801365628	3.237991936	3.026233491	4.789004071	5.675615543	4.307610672
TARGET.40.PANGPE	5.723217233	5.249058447	4.725446699	4.911260147	8.215455342	5.534257743	2.035694283	3.701072146	4.106557706	1.809126288	4.140369671	3.852827849	4.96411672	4.021479727	4.577495296	4.583958276	3.67018318	4.570614722	3.192241518	5.112887754	0.772392439	6.201806347	4.105049443	6.085845268	4.969486679	5.759488766	1.502788851	4.777446018	3.936637939	4.690193578	6.564878086	4.492859426	3.521088437	5.233063581	7.283506975	5.457623839	4.7822775	8.11120976	5.588339861	2.711318689	6.103077947	9.315539286	2.9157121	5.563319845	3.893342793	3.422098415	4.020333289	0.364908555	4.690456208	7.380667119	6.233962815	6.978631531	2.638722614	3.820035963	7.842617484	0.43445476	8.426122995	8.564641485	5.794738162	6.013480126	4.655763968	2.473553153	4.862158756	1.900876466	3.391506538	5.200669128	5.744543251	5.394750776	10.12343458	4.761790554	4.491160436	5.591015117	5.003413343	6.187025388	8.488882898	7.691072082	4.326947146	2.645332754	3.694200462	3.03083043	7.105509421	5.043090733	6.298097403	0.49057013	5.301635199	6.22704212	11.82113108	5.646286525	5.336015536	0.39088776	0.085288675	6.090440629	3.827636136	4.38242517	7.239679671	10.66872068	9.67541301	10.21727204	4.585425291	0.161694235	3.091276694	2.481660603	0	0	3.832089982	5.373091347	7.176060422	2.006226202	1.824116101	6.393567217	4.207275983	7.722820507	6.84274758	5.688429367	5.643033619	0.308011315	4.314971989	7.061857185	5.168569835	3.078524445	2.133662157	3.361866594	4.48703608	5.02361465	5.833633949	4.80886381	5.930760988	4.308004031	0	5.156582686	0.102859658	0.538836108	0.096531743	10.49183105	5.288092739	8.282439342	4.694952604	4.201194713	3.549829324	3.127171015	4.621688537	3.245891118	4.933237418	4.278259874	6.715305852	4.030583275	0.627606838	3.979696131	0.888616627	6.287343002	7.682398427	1.851559168	3.927612057	5.514624117	8.842517548	4.292958395	3.956502778	5.326555324	5.388292878	5.259163245	6.465068416	3.883229789	6.366935885	2.7754088	4.542549036	6.012418944	3.812231225	5.673612955	6.401060402	5.626418694	7.215234966	4.099455121	2.878784186	3.192115241	0.107687869	3.925534264	3.428932949	5.701837345	0.089091319	3.201539769	3.630650094	5.454402942	5.349145856	4.119215055	3.857125074	6.017113505	2.998466322	6.725064905	3.012747435	4.007455665	5.345627012	5.19061091	4.328800569
TARGET.40.PANGRW	4.226832175	4.468863488	4.56228517	4.32924561	8.226330783	4.348232419	2.302933144	2.89838251	2.997689839	2.280896942	2.320946729	2.689187319	4.721055429	3.096312461	3.51110112	4.311023494	3.652325868	4.034523875	2.946225548	2.755379003	0.597602681	5.105162618	3.577199187	5.890952471	5.192359892	5.675251386	2.954996551	5.232069745	3.065399977	4.376686292	5.022141403	3.031095192	2.771948946	3.674223347	6.352783238	4.807509488	4.240520414	6.581289476	4.132190208	1.400264666	5.400298827	8.200790246	2.110062511	4.703211467	3.93984716	1.965322548	2.614874714	0.606631732	4.202151257	7.027089897	5.128907867	5.285760998	2.514071749	3.705944736	7.734921606	0.313942357	8.387282831	7.963178734	2.585563498	5.442807511	3.085356667	3.120584186	4.42392771	1.725653916	3.969436025	5.091001587	5.675079156	4.299728211	9.824615602	4.444342397	3.563463237	4.02795906	3.719468227	5.165530117	7.673391059	6.342480077	3.335040135	2.463727072	1.87511163	2.498301935	6.45385994	4.134524892	6.890266709	0.707613134	5.540238102	6.447484975	10.8145316	6.006850039	5.022478785	0.721853842	1.110630508	6.348390011	3.623047448	3.625960106	6.032795127	9.930136336	8.699219501	8.798090704	2.36485254	0.144699025	2.657319879	2.028003278	0.255440305	0.079019633	2.262373019	4.091962118	6.614483117	2.013104892	1.21754094	5.387896697	3.322779034	6.93402223	5.175237151	5.377085564	5.848938359	1.448425259	3.997048475	6.090984656	4.792423312	3.764675238	2.482951513	2.504722077	3.065382743	4.547980316	4.311517647	3.187150131	4.637558083	3.733083132	0.029134804	3.611915967	0.178109076	0.671293372	0.124592825	9.432819973	4.236347194	6.692787046	3.882496327	4.252226408	2.966762677	2.635475807	3.637633429	2.628050317	4.723367427	3.332364223	6.020933283	4.130271955	2.360757558	4.299618327	0.795434491	5.578685163	7.420966554	1.148543695	2.913128768	5.127385656	8.806248647	3.581327142	2.606608046	3.628586977	4.326868072	4.937061852	6.064363384	3.764951186	6.117204642	4.382238392	4.01519424	6.717754553	3.47579827	4.797272432	5.104366017	4.22570681	6.576366432	3.319964694	2.10611377	1.70323362	0.445408894	2.920807776	2.826436626	5.284114316	0.359746047	2.019381675	2.827595491	4.451613362	3.464511444	2.429026716	4.048837765	4.489273176	2.419134341	6.484134908	2.341615778	3.990918566	4.4880072	4.632111139	3.409676052
TARGET.40.PANSEN	4.761040548	5.813847874	3.946412721	3.699795911	7.459357023	5.613469771	2.123931008	3.954931432	3.404072026	1.912803131	4.622075254	4.058550287	4.168216801	4.303408156	4.488630687	4.589721548	4.065167294	4.123186101	4.210349897	4.219501561	1.474254316	5.767564759	3.5055734	6.086055527	5.353739665	5.748501486	2.657388483	4.775666901	4.624381684	3.799864411	6.375701529	7.830190663	3.523812838	5.177873953	6.097813029	5.442044433	4.790662581	8.077351432	5.843981332	2.070801468	6.021426425	7.735514731	3.09963185	5.199633087	4.039208596	2.907871295	3.013587318	0.742264967	3.491647898	4.811116479	5.236416081	6.103090539	2.911212202	3.596159933	8.439198826	0.590146877	8.375869611	6.675312085	2.722400446	5.19792828	3.172343495	1.75527217	4.699423925	2.242328116	3.793406927	6.99871904	4.722690062	5.215872703	11.22760698	4.782408565	5.873321063	6.047867704	4.330544059	6.795270832	6.766933005	7.70245046	1.491596594	2.781926188	3.757300661	4.310252858	6.201024115	6.501563345	5.247961682	0.509645176	4.569278415	4.672990994	11.62775447	5.829532477	4.634854603	0.644963754	0.027861775	6.58088112	3.827412574	4.513402311	7.499634648	10.54850502	9.419779461	9.788170021	5.335776213	0.955015156	3.000901403	1.979513226	0.073408955	0.241230036	3.487306258	4.353944279	6.404385446	2.508884969	2.398514552	7.17180529	3.607945732	7.987749472	7.350181623	5.601021952	5.174686045	0.677350377	5.363370853	6.826209064	4.754540145	3.183550033	3.751174468	3.333523917	4.150632784	5.499039028	5.563304589	4.370080563	5.241882122	5.393845183	0	5.595957117	1.013569453	0.210638228	0	9.473566343	5.267940235	8.537746062	6.334182094	4.955368605	3.121645406	3.425848662	4.24544242	4.323917642	5.859818018	3.855581142	6.482043156	4.716782429	0.322966462	4.686298816	2.088853947	5.663871158	7.199897074	2.351345642	3.417947004	4.535449578	9.866459538	5.495474521	3.847355566	6.391064826	5.248785282	4.899059591	5.943436128	4.495650397	6.443532062	4.383835598	6.004132806	6.592050334	3.955303503	5.189567618	4.999061943	6.577978609	7.401359117	5.04092749	3.225799339	3.848607919	0.445832624	2.602813163	2.559956729	6.096460058	0.793188404	4.018927882	1.604972726	4.088531737	5.400852119	5.793347096	5.221652851	5.57977451	3.717287083	6.991806389	4.371886394	3.781705919	5.5081941	5.507521929	5.754304963
