PTGFRN	1	116909916	116990353
ZNF326	1	89995110	90035533
TRIM45	1	117111060	117122587
TENT5C	1	117606048	117628389
SYCP1	1	114854863	114995370
PIP5K1A	1	151197949	151249536
GDAP2	1	117863485	117929621
WDR3	1	117929720	117966543
SCNM1	1	151156664	151170296
SRGAP2C	1	121184811	121392874
SPAG17	1	117953590	118185228
TTF2	1	117060326	117107453
MAGI3	1	113390515	113685923
GABPB2	1	151070578	151125542
LYSMD1	1	151159748	151165948
CD2	1	116754430	116769229
GPR89A	1	145607988	145670650
CSF1	1	109910242	109930992
TNFAIP8L2	1	151156649	151159749
MPC2	1	167916675	167937072
LAMC1	1	183023420	183145592
NME7	1	169132531	169367948
RCSD1	1	167630093	167708696
XCL2	1	168540768	168543997
POU2F1	1	167220876	167427345
RXRG	1	165400922	165445355
TPR	1	186311652	186375693
METTL18	1	169792529	169794963
LAMC2	1	183186238	183245127
GPA33	1	167052836	167166479
XCL1	1	168576605	168582069
NUF2	1	163266576	163355764
NR5A2	1	200027614	200177420
SCYL3	1	169849631	169894267
NMNAT2	1	183248237	183418380
TARBP1	1	234391313	234479179
TFB2M	1	246540561	246566261
LYPLAL1	1	219173869	219212865
MPZL1	1	167721192	167791919
INTS7	1	211940399	212035557
CATSPERE	1	244454377	244641177
EDARADD	1	236348257	236502915
BRINP3	1	190097658	190478404
ADCY10	1	167809386	167914215
SELE	1	169722640	169764705
GPATCH2	1	217426992	217631090
SELL	1	169690665	169711702
CAPN8	1	223538007	223665723
RHOU	1	228735479	228746664
RGS5	1	163111121	163321791
SPATA17	1	217631324	217871696
PRRX1	1	170662728	170739421
DTL	1	212035553	212107400
SOAT1	1	179293714	179358680
CNST	1	246566444	246668595
NID1	1	235975830	236065109
ZNF678	1	227563543	227677443
LHX9	1	197911902	197935478
SLC26A9	1	205913048	205943460
ILDR2	1	166895711	166975540
KIF26B	1	245154985	245709432
RRP15	1	218285293	218337983
PTPN14	1	214348700	214552449
NEK2	1	211658657	211675630
C1orf53	1	197902630	197907367
TOMM20	1	235109341	235128837
TADA1	1	166856510	166876264
DHX9	1	182839347	182887982
BTF3L4	1	52056199	52090716
COP1	1	175944831	176207286
RGS18	1	192158462	192185815
GNPAT	1	231241207	231277973
TGFB2	1	218345336	218444619
ODR4	1	186375838	186421378
FMO4	1	171314183	171342084
NSL1	1	212726153	212791782
HFM1	1	91260766	91404856
GALNT2	1	230057990	230282122
FMO1	1	171248471	171285978
SPRTN	1	231337104	231355023
EGLN1	1	231363751	231422287
GNG4	1	235547685	235650754
PAPPA2	1	176463171	176845601
PPP2R5A	1	212285410	212361853
SPATA45	1	212830141	212847649
PLA2G4A	1	186828949	186988981
SHCBP1L	1	182899865	182953525
LPGAT1	1	211743457	211830763
TATDN3	1	212791828	212816830
SELP	1	169588849	169630193
CAMK1G	1	209583714	209613939
ZNF672	1	248838210	248849517
LAMB3	1	209614870	209652425
ARHGEF10L	1	17539698	17697874
NOS1AP	1	162069691	162370475
ANGEL2	1	212992182	213015867
EXOC8	1	231332753	231337852
BRINP2	1	177170958	177282422
NEK7	1	198156994	198322420
PGBD5	1	230314490	230426332
ZNF695	1	246945547	247008093
RPS6KC1	1	213051233	213274774
ZNF670-ZNF695	1	246945547	247078811
NUP133	1	229440259	229508341
RGS1	1	192575763	192580024
PGBD2	1	248906196	248919946
FLVCR1	1	212858275	212899363
ZNF670	1	247034637	247078811
PLD5	1	242082986	242524697
ST7L	1	112523514	112620825
XPR1	1	180632022	180890279
COLGALT2	1	183929854	184037729
SDCCAG8	1	243256034	243500091
SLC35F3	1	233904676	234324511
ZNF281	1	200404940	200410056
MAEL	1	166975582	167022214
ARID4B	1	235131634	235328219
SH3BP5L	1	248810446	248825915
WNT2B	1	112466541	112530165
CDC7	1	91500851	91525764
GPR52	1	174447964	174449545
SMYD3	1	245749342	246507312
KCTD3	1	215567304	215621807
ZC3H12A	1	37474580	37484377
HHAT	1	210328252	210676296
RBM34	1	235131183	235161283
HMCN1	1	185734391	186190949
CAMK2N1	1	20482391	20486210
MUL1	1	20499448	20508151
FAM43B	1	20552573	20555020
CDA	1	20589086	20618903
PINK1	1	20633458	20651511
B3GALT2	1	193178730	193186613
LINC01758	1	69433255	69435409
LRRC40	1	70144805	70205579
ANKRD13C	1	70258999	70354734
CTH	1	70411218	70439851
E2F2	1	23506438	23531233
ID3	1	23557926	23559501
RPL11	1	23691742	23696835
PITHD1	1	23778418	23788232
GALE	1	23795599	23800781
DUSP23	1	159780932	159782543
FCRL6	1	159800511	159816257
SLAMF8	1	159826811	159837492
VSIG8	1	159854316	159862657
CFAP45	1	159872364	159900165
SLAMF9	1	159951492	159954237
ATP1A1	1	116372668	116410261
ZBTB41	1	197153682	197201293
EFNA4	1	155063737	155069553
EFNA3	1	155078837	155087538
EFNA1	1	155127876	155134899
SLC50A1	1	155135344	155138857
KRTCAP2	1	155169408	155173475
THBS3	1	155195588	155209051
HCN3	1	155277463	155289848
PKLR	1	155289293	155301438
CR1L	1	207645113	207738416
CD34	1	207880972	207911402
PGD	1	10398592	10420511
CENPS-CORT	1	10430102	10452153
CENPS	1	10430433	10442808
DFFA	1	10456522	10472529
SNRPE	1	203861599	203871152
SMPDL3B	1	27935000	27959157
XKR8	1	27959588	27968093
FAM89A	1	231018958	231040254
C1orf131	1	231223763	231241187
LINC01144	1	45303910	45305619
TOE1	1	45340052	45343973
TESK2	1	45343883	45491163
CCDC163	1	45493866	45500079
MMACHC	1	45500300	45513382
GCSAML	1	247507058	247577690
CHRM3	1	239386565	239915452
HENMT1	1	108648290	108661526
PRPF38B	1	108692310	108702928
FNDC7	1	108712908	108742749
STXBP3	1	108746674	108809523
TMEM167B	1	109090764	109096934
DAP3	1	155687960	155739010
SYT11	1	155859567	155885199
KHDC4	1	155913045	155934413
SSR2	1	156009048	156020951
UBQLN4	1	156035299	156053798
RAB25	1	156061160	156070504
PMF1-BGLAP	1	156212982	156243332
BGLAP	1	156242184	156243317
SMG5	1	156249224	156282825
TMEM79	1	156282935	156293185
CCT3	1	156308968	156367873
MEX3A	1	156072013	156082465
CYP4X1	1	47023669	47050751
FOXE3	1	47416285	47418052
FOXD2-AS1	1	47432133	47434641
IGSF3	1	116574399	116667755
ELAVL4	1	50024029	50203772
COA6	1	234373456	234385080
CORT	1	10450031	10451998
AHCTF1	1	246839098	246931948
FRRS1	1	99703970	99766635
LRRC7	1	69567922	70151945
LEPR	1	65420652	65641559
PSMD4	1	151254709	151267479
TAGLN2	1	159918107	159925507
H6PD	1	9234774	9271337
FOXD2	1	47438044	47440691
DDOST	1	20651767	20661544
PRG4	1	186296279	186314567
ST3GAL3	1	43705824	43931165
ZNF692	1	248850006	248859144
FGGY	1	59296638	59810647
OLFM3	1	101802560	101996926
DPM3	1	155139891	155140595
PLOD1	1	11934205	11975538
MIIP	1	12019466	12032045
TNFRSF8	1	12063303	12144207
RBBP4	1	32651142	32686211
SYNC	1	32679906	32703596
S100PBP	1	32816767	32858875
HPCA	1	32885994	32898441
TMEM54	1	32894594	32901438
UFC1	1	161152776	161158856
PPOX	1	161166056	161178013
B4GALT3	1	161171310	161177968
ADAMTS4	1	161184302	161199054
FCER1G	1	161215234	161220699
TOMM40L	1	161225939	161230746
PCP4L1	1	161258745	161285450
CFAP126	1	161364733	161367876
GJA5	1	147756199	147773362
GPR89B	1	147928393	147993592
MFN2	1	11980181	12015211
ZMPSTE24	1	40258041	40294180
COL9A2	1	40300489	40317813
ZFP69B	1	40450102	40463718
AUNIP	1	25831913	25859458
PAQR7	1	25861484	25875708
TMEM53	1	44635238	44674481
ARMH1	1	44674692	44725591
KIF2C	1	44739818	44767767
RPS8	1	44775251	44778779
EIF2B3	1	44850522	44986722
HECTD3	1	45002540	45011324
UROD	1	45010950	45015575
NOL9	1	6521347	6554513
TAS1R1	1	6555307	6579755
ZBTB48	1	6579994	6589280
LRRC8C	1	89633072	89769903
LGALS8-AS1	1	236523052	236524508
HEATR1	1	236549005	236604516
STX12	1	27773219	27824443
PPP1R8	1	27830782	27851676
THEMIS2	1	27872543	27886685
RPA2	1	27891524	27914746
MFAP2	1	16974502	16980632
ATP13A2	1	16985958	17011928
PADI2	1	17066761	17119451
HHIPL2	1	222522258	222548104
TAF1A	1	222557902	222589933
MIA3	1	222618097	222668007
AIDA	1	222668013	222713210
BROX	1	222712553	222735196
ERMAP	1	42817122	42844991
ZNF691	1	42846573	42852477
DISP1	1	222815022	223005995
ZNF697	1	119619377	119648266
PHGDH	1	119648411	119744218
INSRR	1	156840063	156859117
LRRC47	1	3778559	3796498
TBCE	1	235367360	235452443
DENND4B	1	153929501	153946718
CRTC2	1	153947669	153958615
CREB3L4	1	153967534	153974361
JTB	1	153974269	153977674
RAB13	1	153981617	153986358
RPS27	1	153990762	153992155
C1orf52	1	85249953	85259672
CEP104	1	3812086	3857396
DFFB	1	3857267	3885429
ACP6	1	147629652	147670524
C1orf21	1	184387029	184629019
HSPA6	1	161524540	161526894
KCNA2	1	110519837	110631474
FDPS	1	155308748	155320666
GPSM2	1	108875350	108934545
KCNK2	1	215005775	215237090
SYT6	1	114089291	114153880
TSACC	1	156337314	156346995
EBNA1BP2	1	43164175	43270936
WARS2	1	119031216	119140654
FAM76A	1	27725961	27763116
GLRX2	1	193090866	193106114
TNFRSF25	1	6460786	6466175
RCOR3	1	211258377	211316385
POGK	1	166839447	166856359
PAQR6	1	156243320	156248117
RGL1	1	183636085	183928532
KCNC4	1	110210314	110283100
MEAF6	1	37489993	37514766
PPT1	1	40072710	40097260
PLEKHG5	1	6467122	6520074
LGALS8	1	236518000	236552981
MRPL20	1	1401909	1407293
VWA1	1	1434861	1442882
ATAD3C	1	1449689	1470163
ABCB10	1	229516582	229558707
URB2	1	229626247	229660200
RNF186	1	19814029	19815283
OTUD3	1	19882395	19912945
MKNK1	1	46557407	46616843
ARTN	1	43933320	43937240
IPO13	1	43946950	43968022
ATP6V0B	1	43974487	43978295
CCDC24	1	43991359	43996528
SLC6A9	1	43991500	44031467
EPHX4	1	92029985	92063538
FNDC10	1	1598012	1600135
MMP23B	1	1632163	1635263
SLC35E2B	1	1659529	1692795
CDK11A	1	1702379	1724357
NADK	1	1751232	1780457
TMEM52	1	1917590	1919279
CD1A	1	158254424	158258269
CD1C	1	158289923	158294774
CD1B	1	158327951	158331531
CD1E	1	158353696	158357553
DR1	1	93345907	93369493
MAPKAPK2	1	206684905	206734281
IL24	1	206897443	206904139
FCMR	1	206903317	206923247
PRMT6	1	107056674	107067636
SH3BGRL3	1	26280086	26281522
CD52	1	26317958	26320523
ZNF683	1	26361634	26374522
TINAGL1	1	31576485	31587686
PEF1	1	31629866	31644896
ORC1	1	52372829	52404423
SDE2	1	225982702	225999343
ACBD3	1	226144679	226186741
MIXL1	1	226223618	226227060
NVL	1	224227334	224330189
CNIH4	1	224356858	224379459
BMP8A	1	39491636	39529869
HEYL	1	39623435	39639643
HPCAL4	1	39678648	39691485
PABPC4	1	39560709	39576790
ECM1	1	150508062	150513789
ENSA	1	150600851	150629612
GOLPH3L	1	150646230	150697154
HORMAD1	1	150698060	150720895
MCL1	1	150560895	150579738
C1orf35	1	228100726	228105411
MRPL55	1	228106679	228109312
GJC2	1	228149930	228159826
IBA57	1	228165804	228182257
OBSCN-AS1	1	228203503	228213664
TRIM11	1	228393673	228406835
TRIM17	1	228407935	228416861
PPIH	1	42658335	42676758
YBX1	1	42682418	42703805
CLDN19	1	42733093	42740254
P3H1	1	42746335	42767084
STPG1	1	24356999	24416934
RCAN3	1	24502351	24541040
ASH1L	1	155335268	155563162
TXLNA	1	32179675	32198285
IQCC	1	32205671	32208682
FAM167B	1	32247222	32248856
MARCKSL1	1	32333839	32336233
TSSK3	1	32351521	32364312
SLC16A4	1	110362851	110391082
LAMTOR5	1	110401249	110407942
YTHDF2	1	28736621	28769775
TMEM200B	1	29119429	29123903
MECR	1	29192657	29230942
HLX	1	220879431	220885059
MARK1	1	220528136	220664461
C1orf115	1	220690363	220699153
DARS2	1	173824653	173858808
RAB7B	1	205976740	206003461
ITPKB-AS1	1	226668897	226676345
TSTD1	1	161037631	161038977
USF1	1	161039251	161045977
ARHGAP30	1	161046946	161069970
NECTIN4	1	161070998	161089558
KLHDC9	1	161098361	161100346
PFDN2	1	161100556	161118055
NIT1	1	161118086	161125445
DEDD	1	161120974	161132688
CTSE	1	206008535	206023909
COQ8A	1	226940286	226987544
AKIRIN1	1	38991276	39006059
NDUFS5	1	39026318	39034636
LRIF1	1	110947190	110963965
DENND2D	1	111185969	111204535
CHI3L2	1	111200771	111243440
DRAM2	1	111117163	111140203
SHE	1	154469772	154502412
PLA2G2C	1	20161253	20186518
ARNT	1	150809713	150876708
PARP1	1	226360210	226408154
NDUFS2	1	161197104	161214723
PRDX1	1	45510914	45542732
NASP	1	45583846	45618904
CCDC17	1	45620044	45624057
GPBP1L1	1	45627304	45688113
TMEM69	1	45688181	45694436
SLC39A1	1	153959099	153968184
SERBP1	1	67407810	67430415
MIER1	1	66924895	66988619
SLC45A1	1	8318114	8344167
UCHL5	1	193012250	193060080
SMIM1	1	3772749	3775982
RNF19B	1	32936445	32964809
GMEB1	1	28668778	28719353
CC2D1B	1	52345723	52366205
DAB1	1	56994778	58546734
LRRC8B	1	89524829	89597861
BTBD8	1	92080305	92184725
ZC3H11A	1	203795623	203854999
CAP1	1	40040233	40072649
EPHB2	1	22710839	22921500
CDK11B	1	1635225	1659012
ACOT11	1	54542257	54639192
AKR1A1	1	45550543	45570049
KCNT2	1	196225779	196609225
CTSK	1	150794880	150809577
TRIM62	1	33145399	33182059
CTSS	1	150730079	150765957
LIN9	1	226231149	226309869
RBMXL1	1	88979456	88992960
GBP1	1	89051882	89065360
GBP2	1	89106132	89150456
GBP4	1	89181144	89198942
AHDC1	1	27534035	27604431
FGR	1	27612064	27635185
IFI6	1	27666064	27672212
IFI44L	1	78619902	78646145
CYB561D1	1	109494052	109502932
AMIGO1	1	109504178	109509738
GNAT2	1	109603091	109619929
PTGS2	1	186671791	186680922
DDAH1	1	85318481	85578363
NGF	1	115285904	115338770
NOC2L	1	944203	959309
PLEKHN1	1	966482	975865
HES4	1	998962	1000172
ISG15	1	1001138	1014540
MRPL37	1	54184041	54225464
SSBP3-AS1	1	54236440	54239063
SERPINC1	1	173903800	173917327
COG2	1	230642481	230693982
C1orf198	1	230837119	230869589
IFI44	1	78649796	78664078
TDRD10	1	154502219	154548147
TEX38	1	46668855	46673594
EFCAB14	1	46674659	46719146
PSEN2	1	226870184	226927726
FCRLA	1	161706972	161714352
DUSP12	1	161749758	161757238
TRAF5	1	211326615	211374946
SLC30A1	1	211571568	211579161
ATF6	1	161766298	161977574
RABGGTB	1	75786197	75795086
MSH4	1	75796882	75913242
DENND1B	1	197504748	197775696
CDC20	1	43358981	43363203
ELOVL1	1	43363398	43368074
MED8	1	43383917	43389808
AMPD2	1	109616104	109632051
ASPM	1	197084121	197146694
AKT3	1	243488233	243851079
C1orf174	1	3889125	3900293
IQGAP3	1	156525405	156572604
NAXE	1	156591756	156609507
HAPLN2	1	156619331	156625725
BCAN	1	156641390	156659532
NES	1	156668763	156677407
CRABP2	1	156699606	156705816
MRPL24	1	156737303	156741590
PRCC	1	156750610	156800815
RNF11	1	51236273	51273447
C1orf159	1	1081818	1116361
TTC39A	1	51287258	51345116
SAMD11	1	923923	944575
MFSD14A	1	100038095	100083377
SASS6	1	100083563	100132955
DBT	1	100186919	100249834
RTCA	1	100266216	100292769
BRDT	1	91949343	92014426
KHDRBS1	1	32013868	32060850
TMEM39B	1	32072031	32102866
KPNA6	1	32108056	32176563
CCDC28B	1	32200595	32205453
LINC01160	1	111599655	111608723
DDX20	1	111754832	111775602
RPL5	1	92832013	92841924
MTF2	1	93079235	93139079
ECE1	1	21217247	21345572
SUSD4	1	223220819	223364233
LRRIQ3	1	74026015	74198187
TNNI3K	1	74235387	74544428
LRRC53	1	74469376	74512611
ERICH3	1	74568117	74673792
CRYZ	1	74705482	74733408
TYW3	1	74733152	74766678
FPGT-TNNI3K	1	74198235	74544393
OBSCN	1	228208044	228378876
BOLA1	1	149887890	149900798
SV2A	1	149903318	149917844
SF3B4	1	149923317	149927803
FCGR1A	1	149782671	149791675
KIF21B	1	200969390	201023714
TMEM9	1	201134772	201171574
SAMD13	1	84298366	84389957
TMEM81	1	205083129	205084460
MTR	1	236795260	236921278
SRP9	1	225777813	225790468
TMEM63A	1	225845536	225882380
LEFTY1	1	225886282	225911382
LEFTY2	1	225936598	225941383
EPHX1	1	225810124	225845563
SRM	1	11054584	11060020
EXOSC10	1	11066618	11099869
SYF2	1	25222276	25232502
RSRP1	1	25242249	25338213
RHD	1	25272393	25330445
TMEM50A	1	25338317	25362361
MACO1	1	25430858	25500209
TSEN15	1	184051651	184123978
FMN2	1	240014348	240475187
ADAMTSL4	1	150549369	150560937
PTP4A2	1	31906421	31944856
ZFYVE9	1	52142089	52348671
PDPN	1	13583465	13617957
TMCO4	1	19682240	19799945
HYI	1	43450989	43453989
ADGRB2	1	31727117	31764893
NTNG1	1	107140007	107484923
ANKRD65	1	1418420	1421769
SNAP47	1	227728200	227781826
B4GALT2	1	43978943	43991170
OLFML2B	1	161983192	162023869
IL20	1	206865623	206869223
DNASE2B	1	84398484	84415018
OR2L2	1	248030070	248042305
OR2M4	1	248231417	248244679
TNFRSF14	1	2555639	2565382
RBM15	1	110338506	110346681
JMJD4	1	227730425	227735411
MTX1	1	155208695	155213824
ARL8A	1	202133404	202144743
SNX27	1	151612006	151699091
MRPL9	1	151759647	151763496
OAZ3	1	151762899	151771334
THEM4	1	151870866	151909637
S100A10	1	151982915	151993859
STIL	1	47250139	47314892
NCDN	1	35557473	35567274
TFAP2E	1	35573314	35595328
HPDL	1	45326895	45328710
MAB21L3	1	116111399	116138149
NFASC	1	204828651	205022822
CNTN2	1	205042937	205078289
SYPL2	1	109466546	109482134
CCSAP	1	229321011	229343294
ACTA1	1	229430365	229434104
ZFP69	1	40477290	40496343
ZNF684	1	40531573	40548167
TRNAU1AP	1	28553085	28578545
RAB42	1	28592200	28595449
CDK18	1	205504596	205532793
LINC00628	1	204368431	204369719
GLMN	1	92246402	92298987
RPAP2	1	92299059	92402056
MNDA	1	158831351	158849506
TRIM58	1	247857187	247880138
ZSCAN20	1	33472645	33501643
GABRD	1	2019329	2030758
ZBTB17	1	15941869	15976132
HSPB7	1	16014028	16019594
CLCNKA	1	16018875	16034050
FAM131C	1	16057769	16073651
EFHD2	1	15409888	15430339
CTRC	1	15438442	15449242
ZBTB8A	1	32539427	32605941
ZBTB8OS	1	32600172	32650903
NRAS	1	114704469	114716771
SIKE1	1	114769479	114780685
SPTA1	1	158610704	158686715
ZRANB2	1	71063291	71081289
CERS2	1	150960583	150975003
ANXA9	1	150982249	150995634
PRUNE1	1	151008420	151035713
BNIPL	1	151036321	151047720
C1orf56	1	151047751	151051986
CDC42SE1	1	151050971	151070325
MLLT11	1	151060397	151069544
IER5	1	181088700	181092900
SLC25A44	1	156193932	156212796
FH	1	241497511	241519799
KMO	1	241532134	241595642
OPN3	1	241590102	241677376
CHML	1	241628851	241640369
ATAD3A	1	1512162	1534685
SSU72	1	1541673	1574863
MIB2	1	1615454	1630605
BCL9	1	147541501	147626216
EXO1	1	241847967	241895148
WDR64	1	241652278	241802777
SGIP1	1	66533267	66751139
LBR	1	225401502	225428925
DNAH14	1	224896262	225399292
DYRK3	1	206635536	206684419
TNFSF18	1	173039202	173050941
MAP10	1	232805416	232809929
PLPPR4	1	99264292	99309590
TRIM67	1	231162058	231221565
FPGT	1	74198238	74234086
ZNF124	1	247121975	247172020
FAM72C	1	143955287	143971986
LINC01772	1	16460948	16468481
LDLRAD2	1	21812265	21825225
HSPG2	1	21822244	21937310
WNT4	1	22117313	22143969
FAM72A	1	206186179	206204414
SRGAP2	1	206203346	206464436
IKBKE	1	206470476	206496889
RASSF5	1	206507531	206589448
EIF2D	1	206571292	206612465
CROCC	1	16740273	16972964
VASH2	1	212950520	212992037
CYB5RL	1	54169651	54200036
ATXN7L2	1	109483479	109492804
CENPL	1	173799550	173824883
ZNF496	1	247297412	247331867
RABGAP1L	1	174159410	174995308
CD101	1	117001750	117036552
NPL	1	182789293	182830384
RCC1	1	28505943	28539300
TEKT2	1	36084094	36088275
COL8A2	1	36095239	36125222
TRAPPC3	1	36136570	36156053
MAP7D1	1	36155579	36180849
ZNF362	1	33256492	33300719
S100A6	1	153534599	153536244
S100A4	1	153543613	153550136
S100A3	1	153547329	153549258
S100A2	1	153561108	153567890
S100A16	1	153606886	153613145
S100A14	1	153614255	153616986
S100A1	1	153627926	153632039
SNAPIN	1	153658703	153661852
STK40	1	36339624	36385924
LSM10	1	36391238	36397908
OSCP1	1	36415827	36450451
MRPS15	1	36455718	36464384
EVA1B	1	36322030	36324154
ASCL5	1	201113943	201127184
KIAA1614-AS1	1	180949699	180954887
STX6	1	180972712	181023121
MR1	1	181033374	181061938
TMED5	1	93149742	93180516
CCDC18	1	93179919	93278730
TMEM269	1	42784991	42816619
SVBP	1	42807052	42817397
GORAB	1	170531819	170553834
KDM1A	1	23019443	23083689
CADM3	1	159171609	159203313
OR10J1	1	159437845	159443078
FCER1A	1	159289714	159308224
MYOM3	1	24056035	24112135
IL22RA1	1	24119771	24143140
IFNLR1	1	24154168	24187959
ELF3	1	202007945	202017183
LGR6	1	202193799	202319781
SIPA1L2	1	232397965	232630571
SRSF4	1	29147743	29181900
FMO3	1	171090901	171117819
FMO2	1	171185249	171212686
PEAR1	1	156893698	156916429
ETV3L	1	157092043	157112412
ETV3	1	157121191	157138474
C1orf94	1	34166883	34219131
CSMD2	1	33513998	34165842
PBXIP1	1	154944076	154956123
PYGO2	1	154957026	154963853
SHC1	1	154962298	154974395
CKS1B	1	154974653	154979251
FLAD1	1	154983338	154993111
ZBTB7B	1	155002630	155018523
DCST2	1	155018520	155033781
ADAM15	1	155050566	155062775
MTMR11	1	149928651	149936879
OTUD7B	1	149937812	150010726
FAM72D	1	145095974	145112696
ANKRD35	1	145866560	145885866
ITGA10	1	145891208	145910111
PEX11B	1	145911350	145918717
LIX1L	1	145933423	145958017
ANKRD34A	1	145959441	145964575
POLR3GL	1	145964690	145978848
TXNIP	1	145992435	145996579
HJV	1	146017468	146036746
TEX46	1	23010834	23019100
BEND5	1	48727519	48776969
ROR1	1	63774017	64181498
VAMP4	1	171700160	171742074
CFAP74	1	1921951	2003837
RALGPS2	1	178725165	178921842
ANGPTL1	1	178849535	178871077
FHAD1	1	15236521	15400283
EIF4G3	1	20806292	21177285
ITPKB	1	226631690	226739323
S100A11	1	152032506	152047907
HRNR	1	152212076	152224193
NBPF15	1	144421390	144461676
PIGV	1	26787054	26800659
ZDHHC18	1	26826688	26857604
SFN	1	26863149	26864456
GPN2	1	26876132	26890283
GPATCH3	1	26890488	26900467
NUDC	1	26900238	26946871
TENT5B	1	27005020	27012850
CEP85	1	26234200	26278808
UBXN11	1	26281328	26318363
PPP1R15B	1	204396492	204411887
GLIS1	1	53506237	53739164
NDC1	1	53765478	53838463
RGS7	1	240767636	241357374
CNR2	1	23870515	23913362
PNRC2	1	23956839	23963462
SRSF10	1	23964347	23980927
GRHL3	1	24199558	24364482
METTL13	1	171781660	171814023
DNM3	1	171817887	172418466
PIGC	1	172370189	172444086
EFCAB2	1	244969682	245127164
ABCA4	1	93992834	94121148
WDR47	1	108970214	109042113
PYCR2	1	225919877	225924340
NRDC	1	51789191	51878805
FAF1	1	50437028	50960267
PRRC2C	1	171485530	171593511
IGSF9	1	159927039	159945613
TARS2	1	150487414	150507602
TDRKH	1	151770107	151791416
NBPF11	1	148102047	148152322
NOTCH2	1	119911553	120100779
PATJ	1	61742477	62178675
KISS1	1	204190341	204196491
MAST2	1	45786987	46036122
PRKAA2	1	56645314	56715335
SEMA4A	1	156147366	156177752
